"feature_id_full","feature_id","feature_mz","feature_rt","WT_vs_xthA1_p_value","WT_vs_xthA2_p_value","WT_vs_xthB1_p_value","xthA1_vs_xthA2_p_value","xthA1_vs_xthB1_p_value","xthA2_vs_xthB1_p_value","WT_vs_xthA1_p_value_minus_log10","WT_vs_xthA2_p_value_minus_log10","WT_vs_xthB1_p_value_minus_log10","xthA1_vs_xthA2_p_value_minus_log10","xthA1_vs_xthB1_p_value_minus_log10","xthA2_vs_xthB1_p_value_minus_log10","xthA2_vs_xthB1_fold_change","xthA1_vs_xthB1_fold_change","WT_vs_xthB1_fold_change","xthA1_vs_xthA2_fold_change","WT_vs_xthA2_fold_change","WT_vs_xthA1_fold_change","xthA2_vs_xthB1_fold_change_log2","xthA1_vs_xthB1_fold_change_log2","WT_vs_xthB1_fold_change_log2","xthA1_vs_xthA2_fold_change_log2","WT_vs_xthA2_fold_change_log2","WT_vs_xthA1_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"409_206.07_2.2",409,206.067298294769,2.2475305,0.438311921791656,0.878730889084527,1.28354620398952e-06,0.847139206542626,7.24369523519286e-06,2.85034135050211e-06,0.358216716665418,0.0561441070422607,5.89158849335286,0.0720452181630914,5.14003983009436,5.54510312674157,1.62615847476959,1.5444086493042,1.70856806317811,0.949728254205374,1.05067746451968,1.10629273149167,0.701467859887359,0.62705453908247,0.772787720669518,-0.0744133208048888,0.0713198607821595,0.145733181587048,"Alkaloids","Pseudoalkaloids (transamidation)","Purine alkaloids","3-(2-amino-6-oxo-6,7-dihydro-1H-purin-7-yl)propanoic acid",NA,NA,"C1=NC2=C(N1CCC(=O)O)C(=O)NC(=N2)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H9N5O3/c9-8-11-6-5(7(16)12-8)13(3-10-6)2-1-4(14)15/h3H,1-2H2,(H,14,15)(H3,9,11,12,16)","ZGZWMFXNXFNBOT"
"175_744.55_0.9",175,744.554461880657,0.94789976,0.451755870879579,0.0116829128258185,0.000522652763110365,0.159324772731233,5.61497855720017e-05,3.370438793171e-06,0.345096194773588,1.93244886386177,3.28178674927576,0.797716692346867,4.25065189790785,5.47231355519763,0.563193223748786,0.629149700313581,0.682952997975813,1.11711163022482,1.21264420304966,1.08551748118996,-0.828298119084798,-0.6685247610837,-0.550141801760781,0.159773358001098,0.278156317324017,0.118382959322919,"Fatty acids","Glycerophospholipids","Glycerophosphoethanolamines","1,2-Di-[(9E)-Octadecenoyl]-Sn-Glycero-3-Phosphoethanolamine",NA,NA,"CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCC=CCCCCCCCC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C41H78NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(43)47-37-39(38-49-51(45,46)48-36-35-42)50-41(44)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h17-20,39H,3-16,21-38,42H2,1-2H3,(H,45,46)","MWRBNPKJOOWZPW"
"682_273.12_4.2",682,273.121025012408,4.2319384,0.455843670906191,0.21752553362193,0.00032715595624222,0.945129650553127,0.00380378705662876,0.00979166985471835,0.341184070719807,0.662489757282908,3.48524516847404,0.024508611958856,2.41978380370088,2.00914323803871,0.650605939748242,0.620139585664223,0.548889959617815,0.953172339472018,0.84365961956974,0.885107115085883,-0.620144101272203,-0.68933511022681,-0.865411145340001,-0.0691910089546071,-0.245267044067798,-0.176076035113191,"Amino acids and Peptides","Small peptides","Dipeptides","2-[[1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl]amino]-N-(2-methylpropyl)acetamide",NA,NA,"CC(C)CNC(=O)CNC(CO)(CO)CO",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C10H22N2O4/c1-8(2)3-11-9(16)4-12-10(5-13,6-14)7-15/h8,12-15H,3-7H2,1-2H3,(H,11,16)","QJJCAYCMDRCFCM"
"706_283.14_4.5",706,283.143442148151,4.4634957,0.456473571871231,0.436421853289683,0.0114559658302095,0.999979420411914,0.1543635759173,0.163831579554411,0.340584361443461,0.360093510775039,1.94096829040752,8.93769351278334e-06,0.811455169313114,0.785602381547957,1.2998649572679,1.30643386044117,1.63950680083739,1.00505352739647,1.26129009915257,1.25494818412295,0.378361749715465,0.385634088585344,0.713261886186004,0.00727233886987902,0.334900136470539,0.32762779760066,"Amino acids and Peptides","Small peptides","Dipeptides","N-(1-amino-1-hydroxyimino-2-methylpropan-2-yl)-2-methyl-2-methylsulfonylpropanamide",NA,NA,"CC(C)(C(=NO)N)NC(=O)C(C)(C)S(=O)(=O)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C9H19N3O4S/c1-8(2,6(10)12-14)11-7(13)9(3,4)17(5,15)16/h14H,1-5H3,(H2,10,12)(H,11,13)","AZXLJYNXVUKZMI"
"112_744.55_0.7",112,744.55447240636,0.71204513,0.460714071490437,0.787569223757206,2.19179783083057e-05,0.936835717834218,0.000174003085073093,7.62883304552542e-05,0.336568522982133,0.103711263348508,4.659199507215,0.0283365596921022,3.75944305161198,4.11754188939096,0.606053506712675,0.626505655088548,0.575676061931685,1.03374644012343,0.949876628970004,0.918868101598096,-0.722482924190261,-0.674600562943766,-0.796670872298484,0.047882361246495,-0.0741879481082228,-0.122070309354718,"Fatty acids","Glycerophospholipids","Glycerophosphoethanolamines","[(2R)-1-[2-aminoethoxy(hydroxy)phosphoryl]oxy-3-(1-hydroxyhexadecoxy)propan-2-yl] octadecanoate",NA,NA,"CCCCCCCCCCCCCCCCCC(=O)OC(COC(CCCCCCCCCCCCCCC)O)COP(=O)(O)OCCN",NA,NA,NA,NA,"BPFFRGBDZVPQDY","nan","nan","InChI=1S/C39H80NO8P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-39(42)48-37(36-47-49(43,44)46-34-33-40)35-45-38(41)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h37-38,41H,3-36,40H2,1-2H3,(H,43,44)","QUZBMXRRADSTRM"
"150_808.58_0.9",150,808.582539912211,0.9174051,0.479237954367352,0.0678371811389493,7.45600657026113e-06,0.572406094874589,4.85362288036306e-05,0.000318280031327167,0.319448794292434,1.1685322067601,5.12749371795197,0.24229575060005,4.31393397076056,3.4971906078649,0.680150910650035,0.635585024376382,0.591935597734534,0.934476473418142,0.870300382555995,0.931324016507979,-0.556073210449101,-0.653842962511278,-0.756487874917021,-0.0977697520621766,-0.20041466446792,-0.102644912405743,"Fatty acids","Glycerophospholipids","Glycerophosphoethanolamines","[3-[2-aminoethoxy(hydroxy)phosphoryl]oxy-2-[(5E,7E,9E,11E,13E)-hexadeca-5,7,9,11,13-pentaenoyl]oxypropyl] pentacosanoate",NA,NA,"CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCC=CC=CC=CC=CC=CCC",NA,NA,NA,NA,"YLWBKBDNHWQEFU","nan","nan","InChI=1S/C46H82NO8P/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-27-28-30-32-34-36-38-45(48)52-42-44(43-54-56(50,51)53-41-40-47)55-46(49)39-37-35-33-31-29-26-16-14-12-10-8-6-4-2/h6,8,10,12,14,16,26,29,31,33,44H,3-5,7,9,11,13,15,17-25,27-28,30,32,34-43,47H2,1-2H3,(H,50,51)","DIBMALNCUJWXQU"
"938_202.19_8.9",938,202.191409967232,8.888084,0.479350709494457,0.125738136491851,0.307620618930555,0.782943916800936,0.0278016489332851,0.0053722173166848,0.319346625486188,0.900532980420566,0.511984558377588,0.106269345855476,1.55592944503914,2.26984642758782,0.627801759982075,0.684323376515464,0.796732452470482,1.09003099407527,1.26908285904332,1.16426309521589,-0.671619021504364,-0.54724986415082,-0.327832754982251,0.124369157353544,0.343786266522113,0.219417109168569,"Alkaloids","Small peptides","Dipeptides","1-(1-Isobutyrylpiperidin-4-yl)methanamine",NA,NA,"CC(C)C(=O)N1CCC(CC1)CN",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C10H20N2O/c1-8(2)10(13)12-5-3-9(7-11)4-6-12/h8-9H,3-7,11H2,1-2H3","PQGOVIYWZKKVET"
"974_188.18_9.2",974,188.175746578365,9.24575,0.504590901130348,0.344756509917154,0.0110447853932636,0.988937677651432,0.000987554715954131,0.000601609851493712,0.297060585020404,0.46248752444318,1.95684271831015,0.00483107655743638,3.00543883273579,3.22068506069047,0.576200905150313,0.59019300187506,0.664227181611529,1.02428336470783,1.15277011138719,1.12544062620407,-0.795356168067395,-0.760741280555943,-0.590251332640285,0.0346148875114521,0.20510483542711,0.170489947915657,"Alkaloids","Ornithine alkaloids","Polyamines","2-Amino-3-methyl-1-pyrrolidin-1-YL-butan-1-one",NA,NA,"CC(C)C(C(=O)N1CCCC1)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C9H18N2O/c1-7(2)8(10)9(12)11-5-3-4-6-11/h7-8H,3-6,10H2,1-2H3","IHBAVXVTGLANPI"
"542_164.06_3",542,164.05668048108,3.037851,0.535651297114286,0.997616963109862,0.00103289897154146,0.433981360808515,0.000126692422683594,0.00139511209549137,0.271117839078066,0.00103617488398845,2.9859421550029,0.362528922726756,3.89724935895326,2.8553908959764,0.639167190354765,0.575007410114017,0.630822338121611,0.899619722024317,0.986944179302255,1.09706818908043,-0.645734740950842,-0.79834754671581,-0.664694346416095,-0.152612805764968,-0.0189596054652537,0.133653200299714,"Alkaloids","Pseudoalkaloids (transamidation)","Purine alkaloids","6-Oxo-1,6-dihydropyrazine-2,3-dicarbonitrile",NA,NA,"C1=NC(=C(NC1=O)C#N)C#N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H2N4O/c7-1-4-5(2-8)10-6(11)3-9-4/h3H,(H,10,11)","MQZGOHPDJLBDAP"
"288_730.54_1.7",288,730.538620468236,1.6981525,0.546339112094852,0.0610322584344538,0.881070260202425,0.470125877812976,0.209856727908602,0.0169589781647402,0.262537707486625,1.21444055913609,0.054989457761009,0.327785842659732,0.678077102951215,1.77060031898874,0.685491764664408,0.788826677254148,0.914065312584574,1.15074566598233,1.33344463012195,1.15876571995051,-0.544788760975037,-0.342219751980538,-0.129630841228275,0.202569008994499,0.415157919746762,0.212588910752263,"Fatty acids","Glycerophospholipids","Glycerophosphoethanolamines","[1-[2-aminoethoxy(hydroxy)phosphoryl]oxy-3-[(Z)-heptadec-9-enoyl]oxypropan-2-yl] (Z)-octadec-9-enoate",NA,NA,"CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCC)COP(=O)(O)OCCN",NA,NA,NA,NA,"GRGFYFSRRZTPEP","nan","nan","InChI=1S/C40H76NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41)36-46-39(42)32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h16-19,38H,3-15,20-37,41H2,1-2H3,(H,44,45)","MLYDZMPNTAJTBN"
"678_235.17_4.2",678,235.165258873684,4.2303944,0.557815733720542,0.460855376548162,0.00123072581446537,0.998045691570271,0.0118965890346638,0.0161107406559823,0.253509240210443,0.336435341467823,2.90983868998335,0.000849575804211193,1.92457754077301,1.79288449338512,0.670798343407955,0.660386186584426,0.589677535540128,0.984477962824669,0.879068264456801,0.892928331208729,-0.57604896883555,-0.598618151429906,-0.762001860846548,-0.0225691825943562,-0.185952892010998,-0.163383709416642,"Amino acids and Peptides","Small peptides","Dipeptides","2-[[1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl]amino]-N-(2-methylpropyl)acetamide",NA,NA,"CC(C)CNC(=O)CNC(CO)(CO)CO",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C10H22N2O4/c1-8(2)3-11-9(16)4-12-10(5-13,6-14)7-15/h8,12-15H,3-7H2,1-2H3,(H,11,16)","QJJCAYCMDRCFCM"
"252_138.05_1.4",252,138.05496866968,1.3662883,0.560329117605569,0.822196090837603,5.15222128294468e-08,0.964591050414839,1.80504323710196e-08,2.57586270091537e-08,0.251556808753468,0.0850245924202931,7.28800549271772,0.0156567718289005,7.74351239076115,7.58907728953581,1.784245441608,1.83000962424234,1.70542947810307,1.02564903996229,0.955826725591131,0.931923775433232,0.835314086690207,0.871851235837287,0.770135098724684,0.0365371491470804,-0.0651789879655225,-0.101716137112603,"Amino acids and Peptides","Nicotinic acid alkaloids","Aminoacids","5-Ethyl-4-methylisoxazole-3-carboxylic acid",NA,"Nc1cc(C=O)ccc1O","CCC1=C(C(=NO1)C(=O)O)C",NA,NA,NA,NA,"LMGGPKYAWHDOLR","InChI=1S/C7H7NO2/c8-6-3-5(4-9)1-2-7(6)10/h1-4,10H,8H2","LMGGPKYAWHDOLR-UHFFFAOYSA-N","InChI=1S/C7H9NO3/c1-3-5-4(2)6(7(9)10)8-11-5/h3H2,1-2H3,(H,9,10)","NLPZJLKNFKANHZ"
"226_816.57_1.3",226,816.573466134427,1.2537103,0.560426499978286,0.99436686191006,0.0821322790901052,0.423914681308299,0.00809165170244297,0.123766632760524,0.251481337122456,0.00245335734449559,1.08548612576001,0.372721542382543,2.09196281929749,0.907396424469421,0.730010456470511,0.620908810095284,0.710454728050163,0.850547830639692,0.973211714644614,1.14421750263318,-0.454010965976748,-0.687546692598733,-0.493185374621911,-0.233535726621985,-0.0391744086451632,0.194361317976822,"Polyketides","Macrolides","Open-chain polyketides","(3Z,5E,13E,15E)-18-[(5E,6E,10E)-3,9-dihydroxy-4,8-dimethyl-5-(2-oxo-2-piperidin-1-ylethoxy)iminododeca-6,10-dien-2-yl]-9-ethyl-8-hydroxy-3,17-dimethoxy-5,7,11,13-tetramethyl-1-oxacyclooctadeca-3,5,13,15-tetraen-2-one",NA,NA,"CCC1CC(CC(=CC=CC(C(OC(=O)C(=CC(=CC(C1O)C)C)OC)C(C)C(C(C)C(=NOCC(=O)N2CCCCC2)C=CC(C)C(C=CC)O)O)OC)C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C46H74N2O9/c1-12-18-39(49)33(6)21-22-38(47-56-29-42(50)48-23-15-14-16-24-48)35(8)44(52)36(9)45-40(54-10)20-17-19-30(3)25-31(4)27-37(13-2)43(51)34(7)26-32(5)28-41(55-11)46(53)57-45/h12,17-22,26,28,31,33-37,39-40,43-45,49,51-52H,13-16,23-25,27,29H2,1-11H3","CPWJITYPZOVUDO"
"623_224.1_4",623,224.096686056882,4.0062056,0.572424243483837,0.995393909424351,0.00070148972869144,0.443313681107683,0.006191203844221,0.000488200965874208,0.242281981152147,0.00200502092722601,3.15397868358828,0.353288865727758,2.20822489668764,3.31140136569428,1.57865761717199,1.36503774192185,1.54249162158566,0.864682580360384,0.97709066539006,1.1299992477966,0.65869831016641,0.448940840764713,0.625262653050777,-0.209757469401697,-0.033435657115633,0.176321812286064,"Alkaloids","Histidine alkaloids","Imidazole alkaloids","(Z)-1-(aminosulfonimidoyl)-3-cyclopropylimino-2-fluoroprop-1-en-1-amine",NA,NA,"C1CC1N=CC(=C(N)S(=N)(=O)N)F",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H11FN4OS/c7-5(3-11-4-1-2-4)6(8)13(9,10)12/h3-4H,1-2,8H2,(H3,9,10,12)","AOPMKYXORXPUKI"
"755_156.04_4.9",755,156.042156161843,4.926265,0.5765751531665,0.454962814055203,0.000863734392214655,0.996207381292978,0.00766863431096543,0.0111810036948963,0.239144076958543,0.342024098531019,3.06361978730086,0.0016502447327926,2.11528197164704,1.95151920900867,0.668798580104867,0.656485860170223,0.590914821198032,0.981589793547838,0.883546763967975,0.900118124470816,-0.580356310384,-0.607164157161408,-0.758977910155761,-0.026807846777409,-0.178621599771762,-0.151813752994353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930_175.12_8.8",930,175.118924757339,8.787639,0.584144127867082,0.697409908878923,0.00264426325538059,0.997224117693127,0.000333599647531213,0.00044975476948983,0.233479984711711,0.156511886411051,2.57769530990208,0.00120722670418255,3.4767744168932,3.34702422241903,1.55440561669677,1.5841157374042,1.40593639271207,1.01911349289291,0.90448488966464,0.887521258399907,0.636363019086549,0.66367774430596,0.491531325566453,0.0273147252194117,-0.144831693520096,-0.172146418739508,"Amino acids and Peptides","Small peptides","Aminoacids","2-Iminiumyl-1,3-diazepane-4-carboxylate","C(CC(C(=O)O)N)CN=C(N)N","N=C(N)NCCC[C@H](N)C(=O)O","C1CC(NC(=NC1)N)C(=O)O","1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)",NA,"ODKSFYDXXFIFQN-UHFFFAOYSA-N","ODKSFYDXXFIFQN","ODKSFYDXXFIFQN","InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1","ODKSFYDXXFIFQN-BYPYZUCNSA-N","InChI=1S/C6H11N3O2/c7-6-8-3-1-2-4(9-6)5(10)11/h4H,1-3H2,(H,10,11)(H3,7,8,9)","IKIABDZHSNNOSK"
"163_1545.17_0.9",163,1545.16769551209,0.9380374,0.594790335341914,0.964359558480862,7.40492493989109e-07,0.850791195311312,2.84001466388517e-06,1.19632265027647e-06,0.22563609687802,0.0157610105476632,6.1304793393516,0.0701770131833872,5.54667941754875,5.92215167458093,0.572030300959436,0.591579752437278,0.561215326185219,1.03417555231786,0.981093702980284,0.948672303054729,-0.805836525005937,-0.7573554196617,-0.833373686946132,0.0484811053442368,-0.0275371619401949,-0.0760182672844318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332_718.47_1.9",332,718.467560376083,1.8576035,0.609789869346826,0.492834941790367,5.58304572989554e-05,0.996815036480585,1.11275204905947e-05,8.68688137312112e-06,0.214819794997398,0.307298508455685,4.25312881489362,0.00138541950985311,4.95360159732007,5.06113610911331,1.64564165364225,1.62093851393679,1.48466812358643,0.984988749129687,0.902181905945593,0.915931178648222,0.718650216198735,0.696829367030126,0.570140473136392,-0.0218208491686088,-0.148509743062343,-0.126688893893734,"Fatty acids","Glycerophospholipids","Glycerophosphoserines","(2S)-2-amino-3-[[(2R)-3-[(E)-heptadec-9-enoyl]oxy-2-[(E)-tetradec-9-enoyl]oxypropoxy]-hydroxyphosphoryl]oxypropanoic acid","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC",NA,"CCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(C(=O)O)N)OC(=O)CCCCCCCC=CCCCC","InChI=1S/C39H76NO8P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-39(42)48-37(36-47-49(43,44)46-34-33-40)35-45-38(41)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h17-18,37H,3-16,19-36,40H2,1-2H3,(H,43,44)/b18-17-/t37-/m1/s1",NA,"FHQVHHIBKUMWTI-OTMQOFQLSA-N","FHQVHHIBKUMWTI",NA,NA,NA,"InChI=1S/C37H68NO10P/c1-3-5-7-9-11-13-15-16-17-19-20-22-24-26-28-35(39)45-30-33(31-46-49(43,44)47-32-34(38)37(41)42)48-36(40)29-27-25-23-21-18-14-12-10-8-6-4-2/h10,12,15-16,33-34H,3-9,11,13-14,17-32,38H2,1-2H3,(H,41,42)(H,43,44)","VKFRVZYXAWSYBF"
"570_314.09_3.4",570,314.09158812891,3.387841,0.630781258965237,0.745106858819688,1.90742904810914e-05,0.997015638152762,9.67971879918261e-05,7.31829772815384e-05,0.200121218400984,0.12778143883858,4.71955160780966,0.00129802974231737,4.01413725898677,4.13558992621534,0.601612674544472,0.608529701482938,0.568829830978364,1.01149747542088,0.945508389445201,0.934760997848045,-0.73309313340732,-0.716600414304323,-0.813930969107175,0.0164927191029971,-0.0808378356998546,-0.0973305548028517,"Carbohydrates","Nucleosides","Purine nucleosides","Methylthioadenosine Sulfoxide",NA,"C[S+]([O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O","CS(=O)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O",NA,NA,NA,NA,"WXOJULRVRHWMGT","InChI=1S/C11H15N5O4S/c1-21(19)2-5-7(17)8(18)11(20-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-,21?/m1/s1","WXOJULRVRHWMGT-JLQSGANNSA-N","InChI=1S/C11H15N5O4S/c1-21(19)2-5-7(17)8(18)11(20-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)","WXOJULRVRHWMGT"
"337_677.58_1.9",337,677.58350468929,1.9257833,0.632589552897401,0.242482349912755,0.234027388034848,0.859224197695581,0.0317456409560396,0.00802604243032201,0.198877984656267,0.615319867843019,0.63073331448568,0.0658935007580128,1.49831589993753,2.09549854866323,0.59792422155088,0.649013003492246,0.747243432413377,1.08544357311509,1.24972932268105,1.15135356054897,-0.741965440096374,-0.623680710829606,-0.420349782898734,0.118284729266768,0.321615657197641,0.203330927930872,"Fatty acids","Fatty amides","N-acyl amines","Hydroxypropyl bispalmitamide monoethanolamide",NA,"CCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3C=C[C@]45OC[C@@]6(CCC(C)(C)C[C@H]64)CC[C@@]5(C)[C@]3(C)CC[C@H]2C1(C)C","CCCCCCCCCCCCCCCC(=O)N(CCO)CC(CN(CCO)C(=O)CCCCCCCCCCCCCCC)O",NA,NA,NA,NA,"PNCSOWDONJIHKJ","InChI=1S/C46H76O3/c1-9-10-11-12-13-14-15-16-17-18-19-20-21-22-39(47)49-38-25-26-42(6)35(41(38,4)5)23-27-43(7)36(42)24-28-46-37-33-40(2,3)29-31-45(37,34-48-46)32-30-44(43,46)8/h14-15,24,28,35-38H,9-13,16-23,25-27,29-34H2,1-8H3/b15-14-/t35-,36+,37+,38-,42-,43+,44-,45+,46-/m0/s1","PNCSOWDONJIHKJ-JLQMPFRESA-N","InChI=1S/C39H78N2O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-38(45)40(31-33-42)35-37(44)36-41(32-34-43)39(46)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h37,42-44H,3-36H2,1-2H3","PDRAHDYJNDYBNK"
"456_137.06_2.5",456,137.058745542312,2.5428808,0.634377013008404,0.225559507702999,0.775239191208278,0.0305552869724353,0.994264073224566,0.0471502440356524,0.19765256229902,0.646738861956109,0.11056428021005,1.51491363307131,0.00249825311491053,1.32651605514165,1.46439194095263,0.974347753491632,1.11249321005378,0.665359953331749,0.759696348321931,1.14178249610275,0.550301739135001,-0.0374913198116226,0.153796530819139,-0.587793058946624,-0.396505208315862,0.191287850630762,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids",NA,NA,NA,"C1=CC2=C(N=[C]1)OC=N2",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H3N2O/c1-2-5-6(7-3-1)9-4-8-5/h1-2,4H","TVLUFYSIDKNWHU"
"964_188.18_9.2",964,188.175741562885,9.187506,0.637098427048078,0.327846250676962,0.0160626679909882,0.936326812087144,0.00204108116084767,0.000795028822811905,0.195793467159653,0.484329778657882,1.79418231724353,0.0285725402433577,2.69013972580451,3.09961712623503,0.559091878246691,0.586859041967756,0.654254562016411,1.04966475958861,1.17020938323796,1.11484106953976,-0.838842707348783,-0.768914071747355,-0.612076015888403,0.0699286356014283,0.22676669146038,0.156838055858951,"Fatty acids","Fatty amides","Primary amides","N-(2-piperidin-4-ylethyl)acetamide",NA,"CC(=O)NCCCNCCCCN","CC(=O)NCCC1CCNCC1",NA,NA,NA,NA,"MQTAVJHICJWXBR","InChI=1S/C9H21N3O/c1-9(13)12-8-4-7-11-6-3-2-5-10/h11H,2-8,10H2,1H3,(H,12,13)","MQTAVJHICJWXBR-UHFFFAOYSA-N","InChI=1S/C9H18N2O/c1-8(12)11-7-4-9-2-5-10-6-3-9/h9-10H,2-7H2,1H3,(H,11,12)","HEMNPHJPHULGLQ"
"649_153.05_4.2",649,153.0539592881,4.1559873,0.6431797286641,0.914160147792973,2.03399640075208e-06,0.94654360441435,7.87782684730232e-06,4.1786716404868e-06,0.191667651865414,0.0389777154147197,5.69164981991617,0.0238593745999801,5.10359356910793,5.37896175432358,1.64407087038836,1.58430046849767,1.72153238427172,0.963644875067601,1.04711567808817,1.08661987956374,0.717272490110895,0.663845973866368,0.783693320140345,-0.0534265162445272,0.0664208300294507,0.119847346273978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165_1559.18_0.9",165,1559.18199705712,0.9399982,0.666514984899468,0.0401337890079363,0.0940543136938001,0.261463482156538,0.0128039012977688,0.000502298179175464,0.176190082130101,1.39648983683833,1.02662128123585,0.582588959207337,1.89265768238792,3.29903839614959,0.616601041603392,0.70950004644216,0.77901921473162,1.15066306828998,1.26340885300142,1.09798331746146,-0.697590768344027,-0.495125316166199,-0.360269181675972,0.202465452177828,0.337321586668055,0.134856134490228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232_818.59_1.2",232,818.589864596159,1.2350702,0.668640432349133,0.996446245634869,0.0363558269498507,0.545498516568534,0.00491862780332974,0.0525006061196148,0.174807365381501,0.00154612481480798,1.43942597244296,0.263206426096676,2.30815603962318,1.27983568263434,0.668522049370019,0.579665464464754,0.652921686614774,0.867085034833183,0.976664400568468,1.12637672354288,-0.580952950436821,-0.786707560162688,-0.615018133908842,-0.205754609725867,-0.0340651834720212,0.171689426253845,"Fatty acids","Glycerophospholipids","Glycerophosphocholines","[(2S)-2,3-bis[[(E,12R)-12-hydroxyoctadec-9-enoyl]oxy]propyl] 2-(trimethylazaniumyl)ethyl phosphate",NA,NA,"CCCCCCC(CC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCC(CCCCCC)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C44H84NO10P/c1-6-8-10-24-30-40(46)32-26-20-16-12-14-18-22-28-34-43(48)52-38-42(39-54-56(50,51)53-37-36-45(3,4)5)55-44(49)35-29-23-19-15-13-17-21-27-33-41(47)31-25-11-9-7-2/h20-21,26-27,40-42,46-47H,6-19,22-25,28-39H2,1-5H3/p+1","DSHYTUPNLKDWSS"
